TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,DAYS_BIRTH,YEARS_EMPLOYED
0,Cash loans,F,N,Y,0,202500,1060744.5,31014,-23018,11
0,Cash loans,F,,Y,0,234000,1649844,85558.5,-19092,-1000
0,Cash loans,M,Y,Y,1,202500,534204,40072.5,-14945,7
0,Cash loans,F,N,Y,0,148500,940500,27630,-21564,-1000
0,Cash loans,F,Y,N,1,,900000,50256,-15016,5
0,Cash loans,M,,N,2,135000,276277.5,19777.5,-11533,0
0,Cash loans,F,Y,N,0,202500,545040,25537.5,-11837,6
0,Cash loans,F,Y,N,0,112500,239850,22554,-14918,3
0,Cash loans,M,N,Y,2,,310500,19971,-12068,4
1,Cash loans,F,N,N,1,67500,225000,13725,-11256,0
0,Cash loans,F,N,N,0,279000,1520253,44581.5,-20895,-1000
0,Cash loans,M,Y,N,0,202500,382500,36261,-15411,8
0,Cash loans,F,N,Y,0,157500,495000,46890,-20978,-1000
0,Revolving loans,F,N,Y,1,103500,135000,6750,-16510,0
0,Cash loans,M,N,Y,1,135000,90000,10678.5,-16264,0
0,Revolving loans,F,,Y,2,,180000,9000,-10648,1
0,Cash loans,F,N,N,1,,835380,40320,-15375,3
0,Cash loans,F,,Y,0,94050,1288350,37800,-22660,-1000
0,Cash loans,M,N,Y,1,,511249.5,26230.5,-12035,2
0,Revolving loans,F,N,Y,0,67500,135000,6750,-8338,0
0,Cash loans,M,N,Y,0,67500,814041,23931,-20745,-1000
1,Revolving loans,F,N,Y,0,202500,337500,16875,-16014,16
0,Cash loans,F,N,Y,0,135000,481176,24732,-22195,-1000
0,Cash loans,M,Y,Y,1,,254700,27153,-19226,4
0,Cash loans,F,N,N,0,,432661.5,23467.5,-10276,1
0,Cash loans,F,Y,Y,0,157500,343800,16852.5,-11485,1
0,Cash loans,F,,Y,0,135000,781920,25542,-21314,-1000
0,Cash loans,M,N,Y,0,135000,177768,14044.5,-15098,3
0,Cash loans,F,,Y,1,157500,601470,30838.5,-15292,2
0,Cash loans,F,Y,Y,0,,1139764.5,63774,-21662,-1000
0,Cash loans,F,N,Y,0,135000,891072,35338.5,-12654,11
0,Cash loans,M,Y,N,0,,681444,28777.5,-9835,4
0,Cash loans,M,Y,Y,0,,422235,23035.5,-15470,1
0,Cash loans,M,N,Y,2,180000,675000,32602.5,-11780,4
0,Cash loans,F,,Y,1,135000,193500,15642,-10692,2
0,Cash loans,F,N,Y,0,117000,675000,24246,-14552,4
0,Cash loans,F,Y,Y,1,198000,295168.5,15201,-12177,11
0,Cash loans,M,N,N,0,90000,742936.5,25564.5,-7729,0
0,Revolving loans,F,N,Y,0,157500,157500,7875,-16896,9
0,Cash loans,F,N,Y,0,,1059795,35154,-20866,-1000
0,Cash loans,M,Y,Y,0,382500,1054935,44824.5,-13637,14
0,Cash loans,F,,Y,0,,509962.5,40887,-18800,-1000
0,Cash loans,F,Y,Y,0,,1006920,51543,-20344,-1000
0,Cash loans,F,N,Y,0,,291384,20407.5,-23396,-1000
1,Revolving loans,F,N,N,2,45000,180000,9000,-14874,2
0,Cash loans,M,,Y,1,270000,319500,16726.5,-15037,3
0,Cash loans,F,N,Y,0,135000,1215000,35653.5,-19448,1
0,Cash loans,M,N,N,0,,888840,28039.5,-14844,3
0,Cash loans,M,N,Y,0,153000,508495.5,24592.5,-18743,-1000
0,Cash loans,F,,N,0,135000,1256400,36864,-9632,5
0,Cash loans,M,Y,Y,1,135000,45000,4450.5,-10625,8
0,Cash loans,F,N,Y,0,,450000,24412.5,-9221,1
0,Cash loans,F,N,Y,0,,579195,23098.5,-23830,-1000
0,Cash loans,F,Y,N,1,,192874.5,23017.5,-10256,4
0,Revolving loans,F,N,Y,0,,135000,6750,-14690,6
0,Cash loans,F,N,Y,0,180000,640080,31261.5,-12506,4
0,Cash loans,M,Y,N,2,,521280,19984.5,-11766,0
0,Cash loans,F,N,N,0,216000,783000,46755,-22871,-1000
0,Revolving loans,F,Y,Y,0,,810000,40500,-18657,0
0,Cash loans,F,N,Y,0,135000,808650,26217,-14814,1
0,Cash loans,M,N,N,0,90000,101880,10827,-8400,0
0,Cash loans,M,,N,0,112500,1078200,31522.5,-19107,2
0,Cash loans,F,N,Y,0,67500,545040,25537.5,-8136,4
0,Cash loans,F,,N,0,90000,284400,18643.5,-17303,14
0,Cash loans,F,N,N,0,,675000,32602.5,-12289,11
0,Cash loans,M,,N,0,202500,1575000,43312.5,-15600,5
0,Cash loans,F,N,Y,0,,900000,29875.5,-18877,32
0,Revolving loans,F,N,N,0,90000,180000,9000,-12920,0
0,Cash loans,F,,Y,4,112500,592560,40086,-11958,7
0,Cash loans,F,N,Y,3,,219042,21793.5,-19179,0
0,Cash loans,M,N,Y,1,157500,225000,17905.5,-8763,2
0,Cash loans,M,Y,Y,0,360000,1180818,62451,-19020,2
0,Cash loans,M,Y,Y,0,270000,622413,31909.5,-18286,4
0,Revolving loans,M,N,Y,0,90000,180000,9000,-7961,2
0,Cash loans,F,,Y,0,,1058197.5,38137.5,-18290,9
0,Revolving loans,F,N,Y,0,,270000,13500,-19070,4
0,Cash loans,M,,N,0,180000,250272,14494.5,-14015,6
0,Cash loans,M,Y,N,0,126000,808650,26217,-22464,12
0,Cash loans,M,,N,0,225000,490495.5,26131.5,-18841,29
0,Cash loans,F,,N,0,67500,457834.5,14503.5,-23199,-1000
0,Cash loans,F,N,Y,0,,361462.5,16051.5,-20696,0
0,Revolving loans,F,Y,N,2,72000,382500,19125,-13138,1
0,Cash loans,F,N,Y,1,,314055,17167.5,-10757,2
0,Cash loans,F,N,N,0,315000,1354500,56029.5,-12717,4
0,Cash loans,F,N,Y,0,157500,280332,25839,-17066,0
1,Cash loans,M,Y,Y,0,157500,303205.5,35982,-9929,3
1,Revolving loans,F,N,Y,0,121500,180000,9000,-8747,3
0,Cash loans,F,Y,Y,0,,517500,25024.5,-15528,14
0,Cash loans,M,N,Y,0,157500,675000,25015.5,-9550,5
0,Revolving loans,F,N,N,1,157500,270000,13500,-10380,2
0,Cash loans,F,,N,2,,1162170,30654,-12975,5
1,Cash loans,F,,Y,0,157500,417915,45139.5,-12875,0
0,Cash loans,M,Y,Y,1,,521280,28408.5,-14514,5
0,Cash loans,F,,N,0,,900000,46084.5,-15702,4
0,Cash loans,M,Y,Y,0,301500,1539000,58747.5,-21812,7
0,Cash loans,F,N,N,0,112500,441481.5,15858,-15569,3
0,Cash loans,F,Y,Y,1,157500,1067940,31356,-12846,3
0,Cash loans,F,N,N,2,157500,787500,23026.5,-14551,8
0,Cash loans,F,,Y,0,180000,1078200,31653,-19678,-1000
0,Cash loans,F,N,Y,0,135000,397881,26716.5,-22407,-1000
1,Cash loans,F,N,Y,1,157500,543037.5,43033.5,-15340,16
0,Cash loans,F,N,Y,1,378000,942300,27679.5,-16290,26
0,Cash loans,M,N,Y,0,,199080,7632,-19759,-1000
0,Cash loans,F,Y,Y,0,108000,1147500,33682.5,-19203,-1000
0,Cash loans,F,Y,N,0,,760225.5,32337,-15029,14
0,Revolving loans,M,Y,N,0,112500,180000,9000,-9823,0
0,Cash loans,M,Y,N,0,225000,1258650,53325,-19646,8
0,Cash loans,M,N,Y,0,189000,157050,8145,-12553,8
0,Cash loans,F,N,Y,0,112500,460858.5,17370,-23321,-1000
0,Cash loans,F,N,N,0,,270000,13801.5,-18117,27
0,Cash loans,M,Y,N,0,180000,733315.5,39199.5,-16798,9
0,Cash loans,M,Y,Y,1,135000,819432,29160,-11933,0
0,Cash loans,F,N,N,1,,269550,21294,-14410,3
0,Cash loans,F,N,N,1,67500,513531,24835.5,-10828,7
0,Cash loans,F,,Y,0,292500,1024740,45270,-21988,-1000
0,Cash loans,M,Y,Y,1,,1237500,83034,-14111,4
0,Cash loans,M,,N,0,,675000,32472,-9876,3
0,Cash loans,F,N,Y,3,225000,483237,47074.5,-11095,3
0,Revolving loans,M,Y,Y,2,180000,180000,9000,-11619,12
0,Cash loans,M,Y,N,1,,1078200,38331,-13095,4
1,Cash loans,M,N,Y,0,108000,448056,21919.5,-20554,1
0,Cash loans,F,,N,0,,269550,12307.5,-15870,16
0,Cash loans,F,Y,Y,0,,543037.5,36288,-12250,1
0,Cash loans,F,Y,Y,0,135000,263686.5,17752.5,-19867,2
0,Cash loans,M,Y,N,0,292500,143910,15498,-12573,4
0,Cash loans,M,,Y,6,315000,696150,29623.5,-16376,6
0,Cash loans,M,N,Y,0,,229500,21366,-19437,10
0,Cash loans,F,N,Y,0,135000,876019.5,34870.5,-18735,1
0,Cash loans,F,N,Y,0,90000,332842.5,12676.5,-19497,9
0,Cash loans,F,,Y,0,675000,1296000,38025,-16654,2
0,Cash loans,F,,N,0,180000,1029658.5,34159.5,-15351,18
0,Cash loans,F,Y,Y,2,270000,508495.5,24592.5,-14487,1
0,Cash loans,F,Y,Y,3,,668304,28444.5,-13952,11
0,Cash loans,F,N,Y,0,225000,1350000,39604.5,-16824,10
0,Revolving loans,M,,Y,0,180000,270000,13500,-13851,1
0,Revolving loans,F,N,N,0,135000,202500,10125,-17732,8
0,Cash loans,M,N,N,2,360000,640080,24129,-12043,12
0,Cash loans,F,,Y,0,58500,135000,13149,-23421,-1000
0,Revolving loans,M,Y,Y,1,202500,180000,9000,-11074,1
0,Cash loans,F,N,Y,0,67500,225000,9531,-19078,-1000
0,Cash loans,F,,Y,0,135000,319500,34029,-13907,3
0,Cash loans,F,,Y,0,157500,1350000,42390,-20100,11
0,Cash loans,F,N,Y,2,,508495.5,21672,-14862,8
0,Cash loans,F,N,Y,0,90000,276277.5,19228.5,-17660,4
0,Cash loans,M,N,Y,0,,260640,23904,-12202,7
0,Cash loans,F,N,Y,0,112500,288873,16128,-21257,-1000
0,Cash loans,M,N,N,0,157500,808650,29709,-20566,4
0,Cash loans,F,N,N,0,675000,1408806,94527,-22699,2
0,Cash loans,M,Y,Y,2,,701203.5,46989,-12893,9
0,Cash loans,F,N,Y,0,90000,840996,24718.5,-16592,8
0,Cash loans,M,Y,N,0,,1029658.5,33592.5,-21448,5
0,Cash loans,F,,Y,1,180000,592560,35937,-13438,7
0,Cash loans,M,N,Y,0,,675000,26770.5,-15560,2
1,Cash loans,M,N,Y,1,90000,384048,18810,-17627,2
0,Cash loans,M,Y,Y,0,180000,1116000,36130.5,-13487,0
0,Cash loans,F,N,Y,0,157500,900000,29164.5,-21473,0
0,Cash loans,F,N,Y,0,,634482,18679.5,-23589,3
0,Cash loans,M,N,Y,0,135000,152820,16456.5,-10105,2
0,Revolving loans,M,Y,N,2,1350000,675000,33750,-14545,4
0,Cash loans,M,Y,N,0,,1067940,31356,-13004,1
0,Cash loans,F,,N,0,67500,454500,14661,-20266,-1000
0,Cash loans,F,Y,Y,2,,1111914,35869.5,-11025,6
1,Cash loans,F,N,Y,0,157500,450000,35469,-9343,1
0,Revolving loans,M,Y,Y,2,,225000,11250,-13039,16
0,Cash loans,M,,Y,0,87750,314100,11767.5,-20092,1
1,Cash loans,M,Y,N,1,463500,1125000,32895,-13387,3
0,Cash loans,F,,N,0,126000,450000,21888,-9806,8
0,Cash loans,F,Y,N,1,211500,619965,22774.5,-13069,4
0,Cash loans,F,N,Y,1,180000,545040,25537.5,-12358,7
0,Cash loans,M,N,Y,0,,776304,22378.5,-23058,-1000
0,Cash loans,M,N,Y,0,,450000,22018.5,-23233,-1000
0,Cash loans,F,,N,0,225000,1002870,42619.5,-14102,8
0,Cash loans,F,,N,0,,497520,31923,-20490,-1000
0,Cash loans,M,,N,0,,450000,30573,-15019,2
0,Cash loans,M,N,Y,0,,269550,14751,-15181,-1000
1,Cash loans,F,N,N,1,112500,270000,14647.5,-12911,5
0,Revolving loans,F,Y,Y,0,,270000,13500,-10513,7
0,Cash loans,M,Y,Y,0,468000,1223010,51948,-14887,8
0,Cash loans,F,N,Y,0,,808650,24732,-22334,-1000
0,Cash loans,F,,Y,0,,814041,23800.5,-10839,9
1,Cash loans,M,N,Y,1,90000,180000,14220,-12509,0
1,Cash loans,F,N,N,0,81000,916470,32598,-19037,15
0,Cash loans,F,N,N,2,,808650,23643,-13553,10
0,Cash loans,F,N,Y,1,180000,1546020,45333,-12136,2
0,Cash loans,F,N,Y,0,,254700,24808.5,-24515,-1000
0,Cash loans,F,,N,2,90000,239850,23850,-14756,19
0,Cash loans,F,N,Y,0,76536,450000,12505.5,-8639,0
0,Cash loans,M,Y,N,0,135000,509922,28471.5,-10235,3
0,Cash loans,F,Y,N,0,,472500,18616.5,-16769,8
0,Cash loans,F,Y,N,0,180000,486000,15808.5,-14257,9
0,Cash loans,M,,Y,1,,545040,25537.5,-17040,3
0,Cash loans,M,,Y,1,,4050000,146002.5,-12796,3
0,Cash loans,F,N,N,1,180000,450000,27324,-13362,6
0,Cash loans,F,,N,0,,2265570,59895,-21850,4
0,Cash loans,F,N,Y,0,144000,1125000,33025.5,-16527,1
0,Cash loans,F,N,Y,1,225000,544500,21433.5,-20723,-1000
0,Cash loans,M,,Y,0,180000,180000,20488.5,-10038,4
0,Cash loans,F,N,Y,0,190350,540000,17550,-16123,6
0,Cash loans,F,N,N,0,,312768,20353.5,-9137,1
1,Cash loans,F,N,Y,0,,620878.5,30330,-10991,1
0,Cash loans,M,,N,2,112500,161730,12829.5,-15643,7
0,Cash loans,F,N,Y,0,112500,536917.5,29254.5,-18283,-1000
1,Cash loans,M,,Y,0,315000,2961000,105511.5,-22484,3
0,Cash loans,F,N,Y,0,292500,514777.5,49005,-20762,37
1,Cash loans,F,Y,N,0,157500,648481.5,43465.5,-13946,2
0,Cash loans,M,Y,Y,0,90000,450000,27324,-10529,4
0,Cash loans,F,Y,Y,1,,679500,19998,-14751,0
0,Cash loans,M,Y,Y,0,180000,1096020,52857,-13376,0
0,Cash loans,F,Y,Y,0,315000,580095,57505.5,-24994,-1000
0,Cash loans,F,N,Y,0,180000,1305000,38286,-12717,2
0,Cash loans,F,,Y,0,135000,241618.5,23665.5,-21393,-1000
0,Cash loans,F,,Y,0,157500,54000,6237,-11960,4
0,Cash loans,M,N,Y,1,,521280,35392.5,-14691,17
0,Cash loans,F,N,N,0,189000,1350000,46926,-15548,2
0,Cash loans,F,N,N,1,,161730,12699,-9949,3
0,Cash loans,M,,N,0,225000,630000,35176.5,-19946,4
0,Cash loans,F,Y,N,1,135000,112068,11898,-14826,10
0,Cash loans,F,N,Y,0,153000,760225.5,51138,-15803,11
0,Cash loans,F,,Y,2,234000,360000,26325,-16297,20
0,Cash loans,F,Y,N,2,,2013840,55377,-13258,6
0,Cash loans,F,,Y,0,,286704,15682.5,-9209,0
0,Cash loans,F,N,N,0,,225000,22383,-22592,-1000
0,Cash loans,F,N,N,0,54000,119925,11988,-24323,-1000
0,Cash loans,F,N,N,0,112500,225000,14679,-20991,-1000
0,Cash loans,F,Y,Y,0,,454500,16321.5,-10248,4
0,Cash loans,F,,N,1,360000,1436850,46480.5,-15890,6
0,Cash loans,F,,Y,0,,409653,15570,-22256,-1000
0,Cash loans,F,N,N,0,67500,490536,15003,-23613,-1000
0,Cash loans,M,Y,N,0,,1535553,40635,-9635,7
1,Cash loans,F,N,Y,0,,545040,25407,-13576,7
0,Revolving loans,F,N,N,0,54000,157500,7875,-8381,0
0,Cash loans,F,N,Y,1,180000,640080,31261.5,-11070,3
0,Revolving loans,F,N,N,2,,270000,13500,-10862,6
1,Cash loans,M,,Y,1,,298512,21762,-10748,0
0,Revolving loans,F,Y,Y,0,,202500,10125,-17353,3
0,Cash loans,F,,Y,2,225000,342000,22986,-11359,4
0,Cash loans,F,N,Y,1,193140,576837,15862.5,-11382,2
0,Cash loans,F,N,N,1,,463500,45153,-10019,0
0,Cash loans,F,,Y,0,135000,472500,26514,-17843,1
1,Cash loans,M,Y,Y,1,450000,486000,55093.5,-13954,1
0,Cash loans,F,Y,Y,0,261000,497520,49338,-19602,5
0,Cash loans,F,N,Y,0,193500,403330.5,31995,-19504,28
0,Revolving loans,F,N,Y,0,90000,202500,10125,-17509,3
1,Cash loans,F,N,Y,0,135000,442791,25551,-23411,-1000
0,Cash loans,F,N,Y,0,180000,604152,29065.5,-13592,4
0,Cash loans,F,,N,0,202500,1046142,30717,-17513,21
0,Cash loans,M,Y,N,2,,104256,10440,-17935,12
0,Cash loans,M,Y,N,1,,269550,24853.5,-12687,2
0,Revolving loans,M,N,Y,0,157500,495000,24750,-22490,0
0,Cash loans,F,N,Y,0,360000,557424,15327,-17799,18
0,Cash loans,M,N,Y,0,90000,170640,9922.5,-18270,4
0,Cash loans,F,N,Y,1,90000,557770.5,32148,-14917,9
0,Cash loans,M,N,Y,2,225000,228339,21073.5,-14535,21
0,Revolving loans,M,Y,Y,1,180000,247500,12375,-14061,8
1,Cash loans,F,,N,0,,127350,8419.5,-22240,-1000
0,Cash loans,F,N,N,1,90000,95940,10462.5,-10518,6
0,Cash loans,F,N,N,0,207000,675000,26154,-15178,1
0,Revolving loans,F,N,Y,0,180000,450000,22500,-12786,2
0,Cash loans,F,,N,0,,459000,14805,-20106,-1000
0,Cash loans,F,N,Y,0,,342000,16582.5,-21430,-1000
0,Cash loans,M,N,Y,0,,284400,16011,-24031,-1000
0,Cash loans,F,,Y,0,112500,383746.5,36063,-20558,-1000
0,Revolving loans,F,N,Y,0,360000,360000,18000,-11440,6
0,Cash loans,F,N,N,0,,755190,36459,-21574,2
0,Cash loans,F,N,Y,0,67500,225000,13765.5,-24161,-1000
0,Cash loans,M,N,Y,0,112500,431280,22149,-22291,-1000
0,Cash loans,F,N,Y,0,,450000,21780,-16565,12
0,Cash loans,F,N,Y,2,180000,536917.5,30109.5,-13291,16
0,Cash loans,M,Y,Y,0,479250,2013840,55507.5,-22022,37
0,Cash loans,F,,Y,2,180000,1350000,37255.5,-13071,1
0,Cash loans,F,N,Y,0,90000,580707,25708.5,-13547,4
0,Cash loans,F,,Y,1,126000,163332,8860.5,-10829,1
0,Cash loans,M,N,Y,0,360000,576072,28147.5,-10380,0
0,Cash loans,F,N,N,0,,112068,6984,-23786,-1000
0,Revolving loans,F,N,Y,0,,382500,19125,-13904,5
0,Cash loans,M,,Y,0,,539100,27652.5,-22126,-1000
0,Cash loans,F,N,Y,0,,835380,40320,-17441,8
0,Revolving loans,F,N,Y,0,225000,180000,9000,-8029,2
0,Cash loans,M,,Y,0,90000,336150,9373.5,-10887,0
0,Cash loans,F,N,Y,1,238500,1546020,42642,-19885,26
0,Cash loans,M,N,Y,0,157500,225000,10953,-9795,3
0,Cash loans,M,N,Y,0,112500,251091,29929.5,-13799,4
1,Cash loans,M,,Y,0,,506889,40176,-15942,4
0,Cash loans,F,N,Y,0,99000,720000,30505.5,-21089,4
0,Cash loans,M,Y,Y,1,,315000,15151.5,-15729,1
0,Cash loans,M,Y,N,0,157500,188460,12879,-11095,4
0,Cash loans,F,N,Y,0,,1042560,34587,-17512,1
0,Revolving loans,F,N,Y,1,,270000,13500,-7787,0
0,Cash loans,F,N,Y,0,115650,454500,16452,-22969,-1000
0,Cash loans,F,Y,Y,0,180000,348826.5,17095.5,-10105,8
0,Cash loans,F,N,Y,0,135000,942300,34749,-18590,6
1,Revolving loans,F,N,Y,0,315000,270000,13500,-12036,1
0,Cash loans,F,,Y,0,45000,58500,4288.5,-24048,-1000
0,Revolving loans,F,,Y,1,,225000,11250,-15397,1
0,Cash loans,F,N,Y,3,,76410,7686,-13596,1
0,Cash loans,F,N,Y,0,157500,712858.5,31531.5,-22329,-1000
0,Cash loans,M,Y,N,2,292500,450000,22990.5,-10737,1
0,Revolving loans,F,N,Y,0,112500,270000,13500,-20656,-1000
0,Cash loans,M,,Y,0,,1493086.5,45400.5,-20193,8
0,Cash loans,F,N,N,0,90000,270000,14647.5,-10172,1
0,Cash loans,F,N,N,0,63000,197820,15534,-9343,2
0,Cash loans,F,N,N,0,114336,315000,9679.5,-18039,12
0,Cash loans,M,N,Y,0,157500,728460,44694,-19541,0
0,Cash loans,F,Y,Y,2,,225000,12334.5,-14664,15
0,Revolving loans,F,N,Y,0,45000,135000,6750,-13822,7
0,Cash loans,M,N,Y,2,,450000,19197,-16508,11
0,Cash loans,F,,Y,0,225000,557005.5,33786,-16247,2
0,Cash loans,M,Y,Y,0,90000,625536,20803.5,-23405,-1000
1,Cash loans,F,N,Y,1,110052,582768,32670,-10317,1
0,Cash loans,F,N,Y,0,,942300,30528,-21865,-1000
0,Cash loans,M,,Y,0,270000,450000,27193.5,-8385,1
0,Cash loans,M,N,Y,0,157500,360000,28993.5,-8987,1
0,Cash loans,F,N,N,2,45000,622413,26500.5,-12848,13
0,Cash loans,F,,Y,0,180000,254700,17149.5,-10477,0
0,Cash loans,M,,N,0,,472500,46161,-17817,9
0,Revolving loans,M,N,Y,0,135000,405000,20250,-14469,5
0,Cash loans,F,N,Y,0,135000,225000,24363,-24401,-1000
0,Cash loans,M,N,Y,0,157500,364896,19926,-16373,8
0,Cash loans,M,,N,2,90000,315000,25015.5,-13053,1
0,Cash loans,M,N,Y,1,,900000,29034,-10461,3
1,Cash loans,F,N,Y,0,,1575000,43443,-18217,0
1,Cash loans,F,N,Y,1,135000,267070.5,21231,-14524,3
0,Cash loans,M,Y,Y,1,,495000,16096.5,-16167,11
0,Cash loans,M,Y,N,0,900000,1800000,171040.5,-14759,4
0,Revolving loans,M,Y,Y,0,225000,585000,29250,-19898,2
0,Revolving loans,F,,Y,0,315000,540000,27000,-9106,4
0,Cash loans,M,,Y,0,90000,148500,5652,-12967,0
0,Cash loans,F,,Y,1,,269550,19300.5,-12589,9
0,Cash loans,F,N,N,1,157500,364896,17685,-14854,19
0,Cash loans,F,Y,Y,0,112500,206280,7906.5,-8763,1
0,Cash loans,F,N,N,0,157500,535500,17401.5,-20494,7
0,Cash loans,F,N,Y,0,135000,270000,13261.5,-12939,1
0,Cash loans,M,Y,Y,0,157500,585000,19143,-11707,3
0,Cash loans,M,,N,0,121500,247500,13423.5,-9842,0
0,Cash loans,M,Y,N,1,135000,545040,17842.5,-8459,3
0,Cash loans,F,N,N,0,,1800000,74416.5,-17966,2
0,Cash loans,F,N,N,0,360000,945000,27081,-17294,1
0,Cash loans,F,N,Y,0,157500,911079,26635.5,-17996,4
0,Cash loans,F,N,Y,0,,1168452,32260.5,-12765,1
0,Cash loans,M,Y,Y,0,180000,450000,35685,-11837,10
0,Cash loans,F,N,N,0,157500,1107981,32395.5,-13632,15
0,Cash loans,F,,N,0,229500,1125000,62820,-15386,7
0,Cash loans,F,N,N,0,180000,1223010,48501,-21812,-1000
0,Cash loans,F,N,Y,0,112500,715095,47061,-18125,13
0,Cash loans,F,Y,Y,0,157500,592560,35937,-19143,1
0,Revolving loans,M,N,Y,1,315000,675000,33750,-17403,0
0,Cash loans,F,N,Y,0,67500,54504,4095,-9130,5
1,Cash loans,F,N,N,0,90000,360000,19530,-12177,2
0,Cash loans,M,Y,Y,0,84069,808650,22234.5,-20660,0
0,Cash loans,M,N,Y,0,157500,358213.5,20695.5,-23104,11
0,Cash loans,F,N,Y,0,,502497,39829.5,-15921,11
0,Cash loans,F,N,Y,1,157500,545040,20547,-13302,0
1,Cash loans,M,,Y,0,,562500,27189,-11884,1
0,Cash loans,M,N,Y,1,135000,1017000,29736,-16555,4
0,Revolving loans,F,N,Y,1,90000,270000,13500,-15701,6
0,Cash loans,F,N,Y,2,243000,91692,10498.5,-13634,3
1,Cash loans,M,N,Y,0,180000,117162,12559.5,-14816,2
0,Cash loans,M,N,N,3,450000,900000,31887,-15412,5
0,Cash loans,F,N,Y,1,157500,80865,6385.5,-12830,2
0,Cash loans,F,N,N,2,,906228,46399.5,-16829,26
1,Revolving loans,M,N,Y,0,,292500,14625,-22161,-1000
0,Revolving loans,M,,N,0,247500,427500,21375,-12112,6
0,Cash loans,F,,Y,1,81000,270000,21024,-11582,0
0,Cash loans,F,N,Y,1,157500,533668.5,25803,-13252,11
0,Cash loans,F,N,Y,0,157500,315000,31153.5,-19122,4
0,Cash loans,F,N,N,2,,277969.5,15957,-15677,0
0,Cash loans,F,Y,Y,0,472500,1327648.5,42957,-16376,3
0,Cash loans,F,N,Y,1,,896647.5,45909,-14838,2
0,Cash loans,F,N,Y,0,157500,675000,24043.5,-21772,-1000
0,Cash loans,M,,Y,0,166500,640080,31261.5,-11290,0
0,Revolving loans,F,N,Y,0,247500,540000,27000,-17558,5
0,Cash loans,F,N,Y,1,1125000,360000,17509.5,-10815,2
1,Cash loans,M,,N,0,247500,675000,17937,-9984,1
0,Cash loans,M,Y,Y,0,328500,1190340,63549,-19937,3
0,Cash loans,M,Y,Y,1,180000,781920,24682.5,-15647,3
0,Cash loans,F,N,N,0,135000,888840,32053.5,-13409,7
0,Cash loans,F,Y,Y,0,360000,497520,49207.5,-21119,4
0,Cash loans,F,,N,0,,284400,13387.5,-11422,5
0,Cash loans,M,Y,Y,0,,227520,14940,-14097,1
0,Cash loans,F,N,Y,1,135000,640080,31131,-16524,6
1,Cash loans,F,N,Y,0,157500,829224,30595.5,-15440,4
0,Cash loans,F,,N,0,202500,1928304,71460,-12983,0
0,Revolving loans,F,,Y,0,81000,135000,6750,-16475,21
0,Cash loans,F,Y,N,0,,180000,8059.5,-19895,3
0,Cash loans,F,,N,2,180000,992556,28444.5,-11424,0
0,Cash loans,M,,Y,3,90000,202500,15997.5,-16089,4
0,Cash loans,F,Y,Y,2,,152820,15786,-13721,14
0,Revolving loans,F,N,Y,1,67500,180000,9000,-15243,2
0,Cash loans,F,N,N,1,135000,277969.5,10606.5,-12483,1
0,Cash loans,M,N,N,0,225000,640080,31261.5,-16010,2
0,Cash loans,F,N,Y,1,157500,417708,30523.5,-11158,0
0,Cash loans,F,N,Y,1,360000,722430,21253.5,-19638,1
0,Cash loans,F,,N,1,234000,254700,24192,-14667,9
0,Cash loans,F,N,Y,0,,1125000,44617.5,-20008,20
0,Cash loans,F,N,Y,0,180000,188685,14944.5,-21140,1
0,Cash loans,M,Y,Y,0,450000,1072809,31495.5,-19517,3
0,Revolving loans,F,Y,Y,0,90000,202500,10125,-19699,-1000
0,Cash loans,F,N,Y,1,112500,95940,10462.5,-12912,12
0,Cash loans,F,N,N,0,,913500,26838,-17809,6
0,Cash loans,F,,N,0,,123637.5,8302.5,-22456,-1000
0,Cash loans,F,N,N,2,202500,312768,21028.5,-10290,2
0,Cash loans,M,N,N,0,157500,673848,17905.5,-9543,1
0,Cash loans,F,Y,Y,3,135000,76410,7573.5,-14340,14
0,Cash loans,M,Y,N,0,315000,568800,15133.5,-21944,25
0,Cash loans,F,N,Y,0,,834048,27562.5,-22172,5
0,Cash loans,F,N,Y,1,67500,225000,23053.5,-13172,0
1,Cash loans,F,N,N,0,180000,1125000,43722,-15580,1
0,Cash loans,M,Y,Y,0,,808650,26217,-18379,-1000
1,Cash loans,F,N,Y,0,180000,450000,35685,-13728,1
0,Cash loans,F,N,Y,0,162000,755190,33394.5,-23700,-1000
0,Cash loans,M,N,N,0,,1078200,34780.5,-15798,0
1,Cash loans,M,N,Y,0,202500,1143567,37921.5,-20198,7
0,Cash loans,F,N,N,0,79875,545040,20547,-21118,-1000
0,Cash loans,F,N,Y,0,234000,135000,14179.5,-21325,-1000
0,Cash loans,F,,Y,1,90000,1035832.5,30415.5,-11083,4
0,Cash loans,M,,N,0,135000,675000,31279.5,-12686,4
0,Cash loans,M,,N,1,,450346.5,24561,-12044,0
0,Cash loans,M,Y,Y,0,180000,431280,23526,-21289,4
0,Cash loans,F,N,N,0,180000,1575000,64147.5,-10615,0
0,Cash loans,F,Y,N,0,,50940,5616,-13225,15
0,Cash loans,F,N,N,0,207000,148140,11704.5,-8885,3
